,Gene.ID,log2FoldChange,padj,Condition,Gene.Name,gbkey,locus_tag,old_locus_tag,Biotype
14718,SO_RS08750,-0.09541414,0.9457901,SBM_05_logFC,SO_RS08750,Gene,SO_RS08750,SO_1892,protein_coding
14719,SO_RS09485,-0.06459161,0.9457901,SBM_05_logFC,SO_RS09485,Gene,SO_RS09485,SO_2063,protein_coding
14720,SO_RS09900,0.09194988,0.9457901,SBM_05_logFC,SO_RS09900,Gene,SO_RS09900,SO_2153,protein_coding
14721,SO_RS10435,-0.06242493,0.9457901,SBM_05_logFC,ndk,Gene,SO_RS10435,SO_2274,protein_coding
14722,SO_RS10695,0.08788811,0.9457901,SBM_05_logFC,SO_RS10695,Gene,SO_RS10695,SO_2332,protein_coding
14723,SO_RS10735,0.03626861,0.9457901,SBM_05_logFC,SO_RS10735,Gene,SO_RS10735,SO_2341,protein_coding
14724,SO_RS10915,0.07671813,0.9457901,SBM_05_logFC,SO_RS10915,Gene,SO_RS10915,SO_2379,protein_coding
14725,SO_RS11510,-0.03935995,0.9457901,SBM_05_logFC,uvrB,Gene,SO_RS11510,SO_2506,protein_coding
14726,SO_RS11920,0.06314686,0.9457901,SBM_05_logFC,SO_RS11920,Gene,SO_RS11920,SO_2588,protein_coding
14727,SO_RS12315,-0.1164642,0.9457901,SBM_05_logFC,Mu2_20,Gene,SO_RS12315,SO_2669,protein_coding
14728,SO_RS13125,0.1236269,0.9457901,SBM_05_logFC,nrdD,Gene,SO_RS13125,SO_2834,protein_coding
14729,SO_RS13275,-0.06305945,0.9457901,SBM_05_logFC,SO_RS13275,Gene,SO_RS13275,SO_2862,protein_coding
14730,SO_RS14625,-0.03684436,0.9457901,SBM_05_logFC,SO_RS14625,Gene,SO_RS14625,SO_3139,protein_coding
14731,SO_RS15110,-0.07280402,0.9457901,SBM_05_logFC,SO_RS15110,Gene,SO_RS15110,SO_3238,protein_coding
14732,SO_RS15290,-0.051507,0.9457901,SBM_05_logFC,SO_RS15290,Gene,SO_RS15290,SO_3274,protein_coding
14733,SO_RS15455,-0.0303599,0.9457901,SBM_05_logFC,pilW,Gene,SO_RS15455,SO_3314,protein_coding
14734,SO_RS15650,0.09360477,0.9457901,SBM_05_logFC,SO_RS15650,Gene,SO_RS15650,SO_3357,protein_coding
14735,SO_RS15900,0.06395419,0.9457901,SBM_05_logFC,SO_RS15900,Gene,SO_RS15900,SO_3410,protein_coding
14736,SO_RS15960,-0.06503789,0.9457901,SBM_05_logFC,SO_RS15960,Gene,SO_RS15960,SO_3423,protein_coding
14737,SO_RS16215,-0.03399076,0.9457901,SBM_05_logFC,SO_RS16215,Gene,SO_RS16215,SO_3468,protein_coding
14738,SO_RS18835,-0.1084992,0.9457901,SBM_05_logFC,SO_RS18835,Gene,SO_RS18835,SO_4055,protein_coding
14739,SO_RS18845,0.05113073,0.9457901,SBM_05_logFC,metJ,Gene,SO_RS18845,SO_4057,protein_coding
14740,SO_RS19230,0.1166889,0.9457901,SBM_05_logFC,SO_RS19230,Gene,SO_RS19230,SO_4150,protein_coding
14741,SO_RS19265,0.04593143,0.9457901,SBM_05_logFC,SO_RS19265,Gene,SO_RS19265,SO_4159,protein_coding
14742,SO_RS19670,-0.07462218,0.9457901,SBM_05_logFC,SO_RS19670,Gene,SO_RS19670,SO_4242,protein_coding
14743,SO_RS20555,0.05005025,0.9457901,SBM_05_logFC,SO_RS20555,Gene,SO_RS20555,SO_4429,protein_coding
14744,SO_RS22355,-0.05912269,0.9457901,SBM_05_logFC,SO_RS22355,Gene,SO_RS22355,SO_A0049,protein_coding
14745,SO_RS05090,-0.04967882,0.9463486,SBM_05_logFC,SO_RS05090,Gene,SO_RS05090,SO_1100,protein_coding
14746,SO_RS01275,0.04767963,0.94644,SBM_05_logFC,SO_RS01275,Gene,SO_RS01275,SO_0266,protein_coding
14747,SO_RS04290,0.0934541,0.94644,SBM_05_logFC,SO_RS04290,Gene,SO_RS04290,SO_0915,protein_coding
14748,SO_RS07570,0.0280487,0.94644,SBM_05_logFC,lpxD,Gene,SO_RS07570,SO_1639,protein_coding
14749,SO_RS20140,0.07871283,0.94644,SBM_05_logFC,creD,Gene,SO_RS20140,SO_4334,protein_coding
14750,SO_RS01735,0.03834242,0.947506,SBM_05_logFC,SO_RS01735,Gene,SO_RS01735,SO_0362,protein_coding
14751,SO_RS22280,-0.05959777,0.947506,SBM_05_logFC,SO_RS22280,Gene,SO_RS22280,SO_A0033,protein_coding
14752,SO_RS14160,-0.02835157,0.9478967,SBM_05_logFC,SO_RS14160,Gene,SO_RS14160,SO_3052,protein_coding
14753,SO_RS14300,-0.05543224,0.9478967,SBM_05_logFC,sixA,Gene,SO_RS14300,SO_3082,protein_coding
14754,SO_RS15305,-0.05711833,0.9478967,SBM_05_logFC,SO_RS15305,Gene,SO_RS15305,SO_3277,protein_coding
14755,SO_RS02995,0.06832714,0.9480659,SBM_05_logFC,hrpB,Gene,SO_RS02995,SO_0632,protein_coding
14756,SO_RS19945,0.07701114,0.9480659,SBM_05_logFC,SO_RS19945,Gene,SO_RS19945,SO_4303,protein_coding
14757,SO_RS02475,0.06477657,0.9481641,SBM_05_logFC,SO_RS02475,Gene,SO_RS02475,SO_0520,protein_coding
14758,SO_RS01230,0.1806309,0.9483631,SBM_05_logFC,rplQ,Gene,SO_RS01230,SO_0257,protein_coding
14759,SO_RS04740,0.1222998,0.9483631,SBM_05_logFC,nuoH,Gene,SO_RS04740,SO_1015,protein_coding
14760,SO_RS06995,0.0353588,0.9483631,SBM_05_logFC,SO_RS06995,Gene,SO_RS06995,SO_1507,protein_coding
14761,SO_RS07640,0.04989788,0.9483631,SBM_05_logFC,cysQ,Gene,SO_RS07640,SO_1655,protein_coding
14762,SO_RS08575,-0.03862531,0.9483631,SBM_05_logFC,uvrY,Gene,SO_RS08575,SO_1860,protein_coding
14763,SO_RS09095,-0.05737889,0.9483631,SBM_05_logFC,SO_RS09095,Gene,SO_RS09095,SO_1968,protein_coding
14764,SO_RS10585,-0.04033725,0.9483631,SBM_05_logFC,lolA,Gene,SO_RS10585,SO_2307,protein_coding
14765,SO_RS11540,-0.05006389,0.9483631,SBM_05_logFC,SO_RS11540,Gene,SO_RS11540,SO_2507,protein_coding
14766,SO_RS13555,-0.09262376,0.9483631,SBM_05_logFC,gltS,Gene,SO_RS13555,SO_2923,protein_coding
14767,SO_RS13765,0.3926355,0.9483631,SBM_05_logFC,Lambda_29,Gene,SO_RS13765,SO_2969,protein_coding
14768,SO_RS19885,-0.04933684,0.9483631,SBM_05_logFC,SO_RS19885,Gene,SO_RS19885,SO_4289,protein_coding
14769,SO_RS01055,0.08931758,0.948833,SBM_05_logFC,rplJ,Gene,SO_RS01055,SO_0222,protein_coding
14770,SO_RS05435,-0.04657421,0.948833,SBM_05_logFC,lnt,Gene,SO_RS05435,SO_1177,protein_coding
14771,SO_RS06375,-0.0823765,0.948833,SBM_05_logFC,SO_RS06375,Gene,SO_RS06375,SO_1372,protein_coding
14772,SO_RS06455,0.06657232,0.948833,SBM_05_logFC,SO_RS06455,Gene,SO_RS06455,SO_1390,protein_coding
14773,SO_RS07870,0.06937022,0.948833,SBM_05_logFC,SO_RS07870,Gene,SO_RS07870,SO_1708,protein_coding
14774,SO_RS11350,-0.05254313,0.948833,SBM_05_logFC,SO_RS11350,Gene,SO_RS11350,SO_2473,protein_coding
14775,SO_RS13080,-0.05197197,0.948833,SBM_05_logFC,SO_RS13080,Gene,SO_RS13080,SO_2822,protein_coding
14776,SO_RS17180,-0.06741811,0.948833,SBM_05_logFC,SO_RS17180,Gene,SO_RS17180,SO_3683,protein_coding
14777,SO_RS02675,-0.0648613,0.9489824,SBM_05_logFC,SO_RS02675,Gene,SO_RS02675,SO_0562,protein_coding
14778,SO_RS05580,-0.03294901,0.9489824,SBM_05_logFC,SO_RS05580,Gene,SO_RS05580,SO_1200,protein_coding
14779,SO_RS07375,0.05879688,0.9489824,SBM_05_logFC,SO_RS07375,Gene,SO_RS07375,SO_1595,protein_coding
14780,SO_RS08080,0.04513572,0.9489824,SBM_05_logFC,vat,Gene,SO_RS08080,SO_1763,protein_coding
14781,SO_RS08860,0.05760798,0.9489824,SBM_05_logFC,SO_RS08860,Gene,SO_RS08860,SO_1918,protein_coding
14782,SO_RS09195,-0.06037041,0.9489824,SBM_05_logFC,SO_RS09195,Gene,SO_RS09195,SO_1990,protein_coding
14783,SO_RS10940,0.06238515,0.9489824,SBM_05_logFC,SO_RS10940,Gene,SO_RS10940,SO_2385,protein_coding
14784,SO_RS12150,0.09506006,0.9489824,SBM_05_logFC,SO_RS12150,Gene,SO_RS12150,SO_2636,protein_coding
14785,SO_RS15505,0.05631149,0.9489824,SBM_05_logFC,SO_RS15505,Gene,SO_RS15505,SO_3324,protein_coding
14786,SO_RS15575,-0.04882701,0.9489824,SBM_05_logFC,tpx,Gene,SO_RS15575,SO_3341,protein_coding
14787,SO_RS18315,-0.02127413,0.9489824,SBM_05_logFC,rnr,Gene,SO_RS18315,SO_3935,protein_coding
14788,SO_RS05780,-0.04835703,0.9492546,SBM_05_logFC,SO_RS05780,Gene,SO_RS05780,SO_1242,protein_coding
14789,SO_RS06415,0.06671494,0.9492546,SBM_05_logFC,SO_RS06415,Gene,SO_RS06415,SO_1380,protein_coding
14790,SO_RS07885,-0.05989825,0.9492546,SBM_05_logFC,SO_RS07885,Gene,SO_RS07885,SO_1712,protein_coding
14791,SO_RS13040,0.04125701,0.9492546,SBM_05_logFC,SO_RS13040,Gene,SO_RS13040,SO_2813,protein_coding
14792,SO_RS14740,-0.03509563,0.9492546,SBM_05_logFC,SO_RS14740,Gene,SO_RS14740,SO_3163,protein_coding
14793,SO_RS17670,-0.03573131,0.9492546,SBM_05_logFC,SO_RS17670,Gene,SO_RS17670,SO_3794,protein_coding
14794,SO_RS13430,0.03699005,0.9494618,SBM_05_logFC,zipA,Gene,SO_RS13430,SO_2897,protein_coding
14795,SO_RS21905,-0.05220528,0.9494618,SBM_05_logFC,SO_RS21905,Gene,SO_RS21905,SO_4713,protein_coding
14796,SO_RS00190,0.06788632,0.9495037,SBM_05_logFC,hemF,Gene,SO_RS00190,SO_0038,protein_coding
14797,SO_RS00340,-0.06966706,0.9495037,SBM_05_logFC,pbpC,Gene,SO_RS00340,SO_0067,protein_coding
14798,SO_RS00720,0.06221673,0.9495037,SBM_05_logFC,SO_RS00720,Gene,SO_RS00720,SO_0152,protein_coding
14799,SO_RS00820,-0.05999445,0.9495037,SBM_05_logFC,yrfG,Gene,SO_RS00820,SO_0177,protein_coding
14800,SO_RS01130,0.2560433,0.9495037,SBM_05_logFC,rpsC,Gene,SO_RS01130,SO_0237,protein_coding
14801,SO_RS01710,-0.04051865,0.9495037,SBM_05_logFC,SO_RS01710,Gene,SO_RS01710,,protein_coding
14802,SO_RS02355,-0.03832262,0.9495037,SBM_05_logFC,SO_RS02355,Gene,SO_RS02355,SO_4765,protein_coding
14803,SO_RS04300,-0.07450836,0.9495037,SBM_05_logFC,yjjX,Gene,SO_RS04300,SO_0917,protein_coding
14804,SO_RS05080,0.07516528,0.9495037,SBM_05_logFC,SO_RS05080,Gene,SO_RS05080,SO_1098,protein_coding
14805,SO_RS05530,0.08702395,0.9495037,SBM_05_logFC,SO_RS05530,Gene,SO_RS05530,SO_1190,protein_coding
14806,SO_RS06045,-0.05618089,0.9495037,SBM_05_logFC,SO_RS06045,Gene,SO_RS06045,SO_1302,protein_coding
14807,SO_RS07605,-0.04406342,0.9495037,SBM_05_logFC,SO_RS07605,Gene,SO_RS07605,SO_1646,protein_coding
14808,SO_RS08250,0.1774232,0.9495037,SBM_05_logFC,lon,Gene,SO_RS08250,SO_1796,protein_coding
14809,SO_RS08675,0.05371341,0.9495037,SBM_05_logFC,bcp,Gene,SO_RS08675,SO_1877,protein_coding
14810,SO_RS08985,-0.03843843,0.9495037,SBM_05_logFC,SO_RS08985,Gene,SO_RS08985,SO_1946,protein_coding
14811,SO_RS09345,-0.06223516,0.9495037,SBM_05_logFC,SO_RS09345,Gene,SO_RS09345,SO_2027,protein_coding
14812,SO_RS12235,0.1474418,0.9495037,SBM_05_logFC,Mu2_4,Gene,SO_RS12235,SO_2655,protein_coding
14813,SO_RS13580,-0.08484531,0.9495037,SBM_05_logFC,SO_RS13580,Gene,SO_RS13580,SO_2929,protein_coding
14814,SO_RS13985,0.03942971,0.9495037,SBM_05_logFC,SO_RS13985,Gene,SO_RS13985,SO_3015,protein_coding
14815,SO_RS16160,-0.04398268,0.9495037,SBM_05_logFC,barA,Gene,SO_RS16160,SO_3457,protein_coding
14816,SO_RS16170,-0.08516922,0.9495037,SBM_05_logFC,SO_RS16170,Gene,SO_RS16170,SO_3459,protein_coding
14817,SO_RS16435,-0.04205726,0.9495037,SBM_05_logFC,SO_RS16435,Gene,SO_RS16435,SO_3517,protein_coding
14818,SO_RS17130,-0.1689798,0.9495037,SBM_05_logFC,SO_RS17130,Gene,SO_RS17130,SO_3673,protein_coding
14819,SO_RS17935,-0.05542958,0.9495037,SBM_05_logFC,SO_RS17935,Gene,SO_RS17935,SO_3852,protein_coding
14820,SO_RS18600,0.05344272,0.9495037,SBM_05_logFC,SO_RS18600,Gene,SO_RS18600,,protein_coding
14821,SO_RS18675,0.064888,0.9495037,SBM_05_logFC,SO_RS18675,Gene,SO_RS18675,SO_4018,protein_coding
14822,SO_RS20130,-0.07257051,0.9495037,SBM_05_logFC,SO_RS20130,Gene,SO_RS20130,SO_4332,protein_coding
14823,SO_RS20680,-0.04709633,0.9495037,SBM_05_logFC,SO_RS20680,Gene,SO_RS20680,SO_4456,protein_coding
14824,SO_RS20690,-0.05956819,0.9495037,SBM_05_logFC,SO_RS20690,Gene,SO_RS20690,SO_4458,protein_coding
14825,SO_RS20740,-0.07571358,0.9495037,SBM_05_logFC,glnL,Gene,SO_RS20740,SO_4471,protein_coding
14826,SO_RS21420,-0.1565272,0.9495037,SBM_05_logFC,SO_RS21420,Gene,SO_RS21420,SO_4611,protein_coding
14827,SO_RS00025,0.08942013,0.9508026,SBM_05_logFC,yidD,Gene,SO_RS00025,SO_0005,protein_coding
14828,SO_RS02075,0.06900862,0.9508026,SBM_05_logFC,hxpB,Gene,SO_RS02075,SO_0431,protein_coding
14829,SO_RS03185,-0.04925578,0.9508026,SBM_05_logFC,Mu1_30,Gene,SO_RS03185,SO_0671,protein_coding
14830,SO_RS04135,0.07815821,0.9508026,SBM_05_logFC,SO_RS04135,Gene,SO_RS04135,SO_0880,protein_coding
14831,SO_RS04225,0.07125722,0.9508026,SBM_05_logFC,SO_RS04225,Gene,SO_RS04225,SO_0903,protein_coding
14832,SO_RS04495,0.08043918,0.9508026,SBM_05_logFC,ahpF,Gene,SO_RS04495,SO_0956,protein_coding
14833,SO_RS05605,0.06480941,0.9508026,SBM_05_logFC,nusA,Gene,SO_RS05605,SO_1203,protein_coding
14834,SO_RS05710,-0.04391952,0.9508026,SBM_05_logFC,SO_RS05710,Gene,SO_RS05710,SO_1227,protein_coding
14835,SO_RS05715,-0.04388486,0.9508026,SBM_05_logFC,torR,Gene,SO_RS05715,SO_1228,protein_coding
14836,SO_RS05810,0.04801879,0.9508026,SBM_05_logFC,SO_RS05810,Gene,SO_RS05810,SO_1250,protein_coding
14837,SO_RS06245,0.04237959,0.9508026,SBM_05_logFC,lepA,Gene,SO_RS06245,SO_1346,protein_coding
14838,SO_RS06620,-0.03860778,0.9508026,SBM_05_logFC,SO_RS06620,Gene,SO_RS06620,SO_1425,protein_coding
14839,SO_RS07080,-0.1242659,0.9508026,SBM_05_logFC,grpE,Gene,SO_RS07080,SO_1524,protein_coding
14840,SO_RS07095,0.05251887,0.9508026,SBM_05_logFC,xseB,Gene,SO_RS07095,SO_1527,protein_coding
14841,SO_RS07785,0.06916862,0.9508026,SBM_05_logFC,SO_RS07785,Gene,SO_RS07785,SO_1687,protein_coding
14842,SO_RS08995,0.03055805,0.9508026,SBM_05_logFC,SO_RS08995,Gene,SO_RS08995,SO_1948,protein_coding
14843,SO_RS09110,0.07599623,0.9508026,SBM_05_logFC,SO_RS09110,Gene,SO_RS09110,SO_1971,protein_coding
14844,SO_RS09160,0.03930213,0.9508026,SBM_05_logFC,SO_RS09160,Gene,SO_RS09160,SO_1981,protein_coding
14845,SO_RS09280,-0.02855262,0.9508026,SBM_05_logFC,dnaX,Gene,SO_RS09280,SO_2013,protein_coding
14846,SO_RS11595,0.05872668,0.9508026,SBM_05_logFC,SO_RS11595,Gene,SO_RS11595,SO_2518,protein_coding
14847,SO_RS12770,0.05126005,0.9508026,SBM_05_logFC,SO_RS12770,Gene,SO_RS12770,SO_2757,protein_coding
14848,SO_RS12820,0.06212647,0.9508026,SBM_05_logFC,SO_RS12820,Gene,SO_RS12820,SO_2768,protein_coding
14849,SO_RS13310,-0.05290401,0.9508026,SBM_05_logFC,arsC,Gene,SO_RS13310,SO_2871,protein_coding
14850,SO_RS13385,-0.04388573,0.9508026,SBM_05_logFC,dsbB,Gene,SO_RS13385,SO_2887,protein_coding
14851,SO_RS14235,0.07427326,0.9508026,SBM_05_logFC,truA,Gene,SO_RS14235,SO_3068,protein_coding
14852,SO_RS14330,0.06388039,0.9508026,SBM_05_logFC,SO_RS14330,Gene,SO_RS14330,SO_3090,protein_coding
14853,SO_RS14470,-0.05972409,0.9508026,SBM_05_logFC,SO_RS14470,Gene,SO_RS14470,SO_3118,protein_coding
14854,SO_RS14870,-0.03087453,0.9508026,SBM_05_logFC,SO_RS14870,Gene,SO_RS14870,SO_3188,protein_coding
14855,SO_RS14945,0.02746606,0.9508026,SBM_05_logFC,SO_RS14945,Gene,SO_RS14945,SO_3204,protein_coding
14856,SO_RS15450,0.02891518,0.9508026,SBM_05_logFC,SO_RS15450,Gene,SO_RS15450,SO_3313,protein_coding
14857,SO_RS15570,-0.03232827,0.9508026,SBM_05_logFC,SO_RS15570,Gene,SO_RS15570,SO_3340,protein_coding
14858,SO_RS16960,0.04248566,0.9508026,SBM_05_logFC,SO_RS16960,Gene,SO_RS16960,SO_3632,protein_coding
14859,SO_RS17330,-0.04670905,0.9508026,SBM_05_logFC,SO_RS17330,Gene,SO_RS17330,SO_3718,protein_coding
14860,SO_RS17380,-0.04443634,0.9508026,SBM_05_logFC,SO_RS17380,Gene,SO_RS17380,SO_3731,protein_coding
14861,SO_RS17445,0.04956938,0.9508026,SBM_05_logFC,lpxL,Gene,SO_RS17445,SO_3746,protein_coding
14862,SO_RS17580,0.03358716,0.9508026,SBM_05_logFC,SO_RS17580,Gene,SO_RS17580,SO_3772,protein_coding
14863,SO_RS17600,-0.05554488,0.9508026,SBM_05_logFC,SO_RS17600,Gene,SO_RS17600,SO_3777,protein_coding
14864,SO_RS17700,0.07509356,0.9508026,SBM_05_logFC,SO_RS17700,Gene,SO_RS17700,SO_3800,protein_coding
14865,SO_RS18290,0.1450351,0.9508026,SBM_05_logFC,priB,Gene,SO_RS18290,SO_3929,protein_coding
14866,SO_RS18470,0.1226751,0.9508026,SBM_05_logFC,SO_RS18470,Gene,SO_RS18470,SO_3967,protein_coding
14867,SO_RS18535,0.05368148,0.9508026,SBM_05_logFC,SO_RS18535,Gene,SO_RS18535,SO_3984,protein_coding
14868,SO_RS18750,0.04304268,0.9508026,SBM_05_logFC,SO_RS18750,Gene,SO_RS18750,SO_4036,protein_coding
14869,SO_RS19085,-0.04218714,0.9508026,SBM_05_logFC,SO_RS19085,Gene,SO_RS19085,SO_4115,protein_coding
14870,SO_RS19225,0.04396589,0.9508026,SBM_05_logFC,SO_RS19225,Gene,SO_RS19225,SO_4149,protein_coding
14871,SO_RS19355,-0.05302812,0.9508026,SBM_05_logFC,SO_RS19355,Gene,SO_RS19355,SO_4178,protein_coding
14872,SO_RS19635,0.04917386,0.9508026,SBM_05_logFC,leuC,Gene,SO_RS19635,SO_4234,protein_coding
14873,SO_RS19925,0.07092556,0.9508026,SBM_05_logFC,SO_RS19925,Gene,SO_RS19925,SO_4298,protein_coding
14874,SO_RS20515,0.07167711,0.9508026,SBM_05_logFC,SO_RS20515,Gene,SO_RS20515,SO_4420,protein_coding
14875,SO_RS18305,-0.03788869,0.9510567,SBM_05_logFC,SO_RS18305,Gene,SO_RS18305,SO_3933,protein_coding
14876,SO_RS18980,-0.03862548,0.9511723,SBM_05_logFC,rng,Gene,SO_RS18980,SO_4094,protein_coding
14877,SO_RS22950,-0.04154457,0.9511723,SBM_05_logFC,SO_RS22950,Gene,SO_RS22950,SO_0543,protein_coding
14878,SO_RS20730,-0.05647852,0.9514972,SBM_05_logFC,SO_RS20730,Gene,SO_RS20730,SO_4469,protein_coding
14879,SO_RS00770,-0.03444476,0.9519969,SBM_05_logFC,gspE,Gene,SO_RS00770,SO_0167,protein_coding
14880,SO_RS01270,-0.03860007,0.9519969,SBM_05_logFC,ccmI,Gene,SO_RS01270,SO_0265,protein_coding
14881,SO_RS02745,0.03424886,0.9519969,SBM_05_logFC,SO_RS02745,Gene,SO_RS02745,SO_0578,protein_coding
14882,SO_RS03435,0.06333791,0.9519969,SBM_05_logFC,SO_RS03435,Gene,SO_RS03435,SO_0728,protein_coding
14883,SO_RS07170,-0.1028528,0.9519969,SBM_05_logFC,SO_RS07170,Gene,SO_RS07170,SO_1546,protein_coding
14884,SO_RS08585,-0.03826469,0.9519969,SBM_05_logFC,pgsA,Gene,SO_RS08585,SO_1862,protein_coding
14885,SO_RS08645,0.04420812,0.9519969,SBM_05_logFC,SO_RS08645,Gene,SO_RS08645,SO_1871,protein_coding
14886,SO_RS09295,0.2158304,0.9519969,SBM_05_logFC,htpG,Gene,SO_RS09295,SO_2016,protein_coding
14887,SO_RS09785,0.05138427,0.9519969,SBM_05_logFC,SO_RS09785,Gene,SO_RS09785,SO_2126,protein_coding
14888,SO_RS10390,0.04657855,0.9519969,SBM_05_logFC,SO_RS10390,Gene,SO_RS10390,SO_2264,protein_coding
14889,SO_RS10945,0.06789434,0.9519969,SBM_05_logFC,SO_RS10945,Gene,SO_RS10945,SO_2387,protein_coding
14890,SO_RS11910,-0.05274355,0.9519969,SBM_05_logFC,hemB,Gene,SO_RS11910,SO_2587,protein_coding
14891,SO_RS14070,0.04894632,0.9519969,SBM_05_logFC,SO_RS14070,Gene,SO_RS14070,SO_3035,protein_coding
14892,SO_RS15990,-0.06212952,0.9519969,SBM_05_logFC,SO_RS15990,Gene,SO_RS15990,SO_t087,tRNA
14893,SO_RS16545,0.0377721,0.9519969,SBM_05_logFC,SO_RS16545,Gene,SO_RS16545,SO_3541,protein_coding
14894,SO_RS20735,-0.04891748,0.9519969,SBM_05_logFC,SO_RS20735,Gene,SO_RS20735,SO_4470,protein_coding
14895,SO_RS00150,0.03362761,0.9522761,SBM_05_logFC,rsmB,Gene,SO_RS00150,SO_0030,protein_coding
14896,SO_RS05475,0.03948428,0.9522761,SBM_05_logFC,ychF,Gene,SO_RS05475,SO_1185,protein_coding
14897,SO_RS16755,-0.04438335,0.9530285,SBM_05_logFC,SO_RS16755,Gene,SO_RS16755,SO_3583,protein_coding
14898,SO_RS17725,0.03571461,0.9545916,SBM_05_logFC,mpl,Gene,SO_RS17725,SO_3805,protein_coding
14899,SO_RS11085,0.06910444,0.955114,SBM_05_logFC,SO_RS11085,Gene,SO_RS11085,SO_2417,protein_coding
14900,SO_RS02070,0.0398976,0.9554233,SBM_05_logFC,SO_RS02070,Gene,SO_RS02070,SO_0430,protein_coding
14901,SO_RS00500,0.2140072,0.9554996,SBM_05_logFC,SO_RS00500,Gene,SO_RS00500,SO_0103,protein_coding
14902,SO_RS00845,-0.0561189,0.9554996,SBM_05_logFC,SO_RS00845,Gene,SO_RS00845,SO_0183,protein_coding
14903,SO_RS01190,0.1802505,0.9554996,SBM_05_logFC,rpmD,Gene,SO_RS01190,SO_0249,protein_coding
14904,SO_RS02620,0.06174451,0.9554996,SBM_05_logFC,SO_RS02620,Gene,SO_RS02620,SO_0551,protein_coding
14905,SO_RS03500,-0.07157358,0.9554996,SBM_05_logFC,SO_RS03500,Gene,SO_RS03500,SO_0742,protein_coding
14906,SO_RS05105,0.06887861,0.9554996,SBM_05_logFC,SO_RS05105,Gene,SO_RS05105,SO_1103,protein_coding
14907,SO_RS05330,-0.06853706,0.9554996,SBM_05_logFC,SO_RS05330,Gene,SO_RS05330,SO_1156,protein_coding
14908,SO_RS05565,0.03857868,0.9554996,SBM_05_logFC,ftsH,Gene,SO_RS05565,SO_1197,protein_coding
14909,SO_RS05960,0.1387743,0.9554996,SBM_05_logFC,rpoD,Gene,SO_RS05960,SO_1284,protein_coding
14910,SO_RS07705,0.04790764,0.9554996,SBM_05_logFC,SO_RS07705,Gene,SO_RS07705,SO_1670,protein_coding
14911,SO_RS09060,-0.08868746,0.9554996,SBM_05_logFC,SO_RS09060,Gene,SO_RS09060,SO_1960,protein_coding
14912,SO_RS11045,0.05710768,0.9554996,SBM_05_logFC,SO_RS11045,Gene,SO_RS11045,SO_2409,protein_coding
14913,SO_RS12085,0.04069016,0.9554996,SBM_05_logFC,SO_RS12085,Gene,SO_RS12085,SO_2622,protein_coding
14914,SO_RS12090,-0.05116396,0.9554996,SBM_05_logFC,aat,Gene,SO_RS12090,SO_2623,protein_coding
14915,SO_RS13105,-0.04727145,0.9554996,SBM_05_logFC,SO_RS13105,Gene,SO_RS13105,SO_2830,protein_coding
14916,SO_RS13115,-0.04086507,0.9554996,SBM_05_logFC,SO_RS13115,Gene,SO_RS13115,SO_2832,protein_coding
14917,SO_RS14350,0.04466763,0.9554996,SBM_05_logFC,SO_RS14350,Gene,SO_RS14350,SO_3094,protein_coding
14918,SO_RS15150,0.03428838,0.9554996,SBM_05_logFC,flgE,Gene,SO_RS15150,SO_3247,protein_coding
14919,SO_RS15690,-0.03872562,0.9554996,SBM_05_logFC,SO_RS15690,Gene,SO_RS15690,SO_3366,protein_coding
14920,SO_RS16045,-0.03524446,0.9554996,SBM_05_logFC,SO_RS16045,Gene,SO_RS16045,SO_3433,protein_coding
14921,SO_RS16790,-0.04256553,0.9554996,SBM_05_logFC,SO_RS16790,Gene,SO_RS16790,SO_3592,protein_coding
14922,SO_RS17100,0.08848409,0.9554996,SBM_05_logFC,hutZ,Gene,SO_RS17100,SO_3667,protein_coding
14923,SO_RS17500,-0.06606288,0.9554996,SBM_05_logFC,SO_RS17500,Gene,SO_RS17500,SO_3756,protein_coding
14924,SO_RS17590,-0.06838342,0.9554996,SBM_05_logFC,SO_RS17590,Gene,SO_RS17590,SO_3775,protein_coding
14925,SO_RS17835,-0.04964708,0.9554996,SBM_05_logFC,SO_RS17835,Gene,SO_RS17835,SO_3829,protein_coding
14926,SO_RS18310,0.03324195,0.9554996,SBM_05_logFC,rlmB,Gene,SO_RS18310,SO_3934,protein_coding
14927,SO_RS18825,-0.08275484,0.9554996,SBM_05_logFC,SO_RS18825,Gene,SO_RS18825,SO_4053,protein_coding
14928,SO_RS19455,-0.03686817,0.9554996,SBM_05_logFC,tatA,Gene,SO_RS19455,SO_4202,protein_coding
14929,SO_RS19730,0.04645844,0.9554996,SBM_05_logFC,pyrE,Gene,SO_RS19730,SO_4255,protein_coding
14930,SO_RS20295,-0.04832519,0.9554996,SBM_05_logFC,SO_RS20295,Gene,SO_RS20295,SO_4370,protein_coding
14931,SO_RS21895,0.02720802,0.9554996,SBM_05_logFC,SO_RS21895,Gene,SO_RS21895,SO_4711,protein_coding
14932,SO_RS22030,0.0252859,0.9554996,SBM_05_logFC,ccoG,Gene,SO_RS22030,SO_4737,protein_coding
14933,SO_RS18570,-0.04530543,0.9560169,SBM_05_logFC,SO_RS18570,Gene,SO_RS18570,SO_3993,protein_coding
14934,SO_RS07925,-0.04788104,0.9567327,SBM_05_logFC,SO_RS07925,Gene,SO_RS07925,SO_1723,protein_coding
