,Gene.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Condition,Chrom.ID,Source,Entry.Class,Start,Stop,B1,Strand,B2,Gene.Name,gbkey,Biotype,locus_tag,old_locus_tag,X,X.1,X.2
18283,SO_RS21955,263.6496,0.04265892,0.1399732,0.3047649,0.7605452,0.9134543,SBM_1_logFC,NC_004347.2,RefSeq,gene,4927046,4928845,.,+,.,SO_RS21955,Gene,protein_coding,SO_RS21955,SO_4723,,,
18284,SO_RS05975,535.3004,0.03182244,0.1049835,0.3031184,0.7617996,0.9135557,SBM_1_logFC,NC_004347.2,RefSeq,gene,1339816,1340031,.,-,.,rpsU,Gene,protein_coding,SO_RS05975,SO_1288,,,
18285,SO_RS07320,173.6283,-0.03387876,0.1119291,-0.3026805,0.7621333,0.9135557,SBM_1_logFC,NC_004347.2,RefSeq,gene,1658985,1659548,.,+,.,SO_RS07320,Gene,protein_coding,SO_RS07320,SO_1581,,,
18286,SO_RS14480,88.01605,0.03806106,0.1262842,0.301392,0.7631156,0.9135557,SBM_1_logFC,NC_004347.2,RefSeq,gene,3247389,3248768,.,+,.,SO_RS14480,Gene,protein_coding,SO_RS14480,SO_3120,,,
18287,SO_RS15575,381.1059,0.03273233,0.1086896,0.3011543,0.7632969,0.9135557,SBM_1_logFC,NC_004347.2,RefSeq,gene,3488545,3489138,.,+,.,tpx,Gene,protein_coding,SO_RS15575,SO_3341,,,
18288,SO_RS18425,119.2497,0.02542076,0.08422552,0.3018178,0.762791,0.9135557,SBM_1_logFC,NC_004347.2,RefSeq,gene,4100180,4100740,.,+,.,lptC,Gene,protein_coding,SO_RS18425,SO_3958,,,
18289,SO_RS20090,373.7654,-0.02194667,0.07256238,-0.3024525,0.7623071,0.9135557,SBM_1_logFC,NC_004347.2,RefSeq,gene,4512645,4515275,.,+,.,SO_RS20090,Gene,protein_coding,SO_RS20090,SO_4324,,,
18290,SO_RS01895,272.0315,0.07007573,0.2366721,0.2960878,0.767163,0.9140121,SBM_1_logFC,NC_004347.2,RefSeq,gene,407220,408188,.,-,.,dusB,Gene,protein_coding,SO_RS01895,SO_0394,,,
18291,SO_RS09430,232.0715,0.02626727,0.08813909,0.2980207,0.7656873,0.9140121,SBM_1_logFC,NC_004347.2,RefSeq,gene,2145111,2147204,.,+,.,SO_RS09430,Gene,protein_coding,SO_RS09430,SO_2047,,,
18292,SO_RS10220,423.7617,-0.04716306,0.1586514,-0.2972748,0.7662567,0.9140121,SBM_1_logFC,NC_004347.2,RefSeq,gene,2338818,2340869,.,+,.,SO_RS10220,Gene,protein_coding,SO_RS10220,SO_2223,,,
18293,SO_RS15635,219.5648,-0.02906587,0.09819825,-0.2959917,0.7672364,0.9140121,SBM_1_logFC,NC_004347.2,RefSeq,gene,3498010,3498828,.,+,.,SO_RS15635,Gene,protein_coding,SO_RS15635,SO_3354,,,
18294,SO_RS17165,101.7119,-0.03639225,0.1221467,-0.2979388,0.7657499,0.9140121,SBM_1_logFC,NC_004347.2,RefSeq,gene,3831702,3832139,.,-,.,SO_RS17165,Gene,protein_coding,SO_RS17165,SO_3680,,,
18295,SO_RS17320,689.8862,0.04466454,0.150761,0.2962605,0.7670311,0.9140121,SBM_1_logFC,NC_004347.2,RefSeq,gene,3862817,3863470,.,+,.,SO_RS17320,Gene,protein_coding,SO_RS17320,SO_3715,,,
18296,SO_RS21755,92.12613,0.04706177,0.1583305,0.2972375,0.7662852,0.9140121,SBM_1_logFC,NC_004347.2,RefSeq,gene,4878757,4879833,.,+,.,SO_RS21755,Gene,protein_coding,SO_RS21755,SO_4680,,,
18297,SO_RS21840,469.8531,-0.08598354,0.2865971,-0.3000154,0.7641654,0.9140121,SBM_1_logFC,NC_004347.2,RefSeq,gene,4899834,4901873,.,-,.,prlC,Gene,protein_coding,SO_RS21840,SO_4699,,,
18298,SO_RS07395,170.6152,0.06885308,0.2332472,0.2951936,0.767846,0.9140746,SBM_1_logFC,NC_004347.2,RefSeq,gene,1678567,1686162,.,-,.,SO_RS07395,Gene,protein_coding,SO_RS07395,SO_1602,,,
18299,SO_RS14695,347.3095,-0.04674517,0.1585881,-0.2947583,0.7681785,0.9140746,SBM_1_logFC,NC_004347.2,RefSeq,gene,3289875,3291587,.,+,.,SO_RS14695,Gene,protein_coding,SO_RS14695,SO_3154,,,
18300,SO_RS09995,163.3453,-0.02253755,0.07675056,-0.2936467,0.7690279,0.9145558,SBM_1_logFC,NC_004347.2,RefSeq,gene,2286172,2287962,.,-,.,SO_RS09995,Gene,protein_coding,SO_RS09995,SO_2175,,,
18301,SO_RS08215,231.0222,-0.03789439,0.1297082,-0.2921512,0.770171,0.9153855,SBM_1_logFC,NC_004347.2,RefSeq,gene,1878811,1879665,.,-,.,folD,Gene,protein_coding,SO_RS08215,SO_1792,,,
18302,SO_RS00070,292.441,-0.06156139,0.2162314,-0.2847014,0.7758729,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,15180,17246,.,-,.,glyS,Gene,protein_coding,SO_RS00070,SO_0014,,,
18303,SO_RS00155,141.7717,0.03109138,0.1071623,0.2901336,0.771714,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,36420,37376,.,-,.,fmt,Gene,protein_coding,SO_RS00155,SO_0031,,,
18304,SO_RS01890,104.173,-0.05910892,0.2108486,-0.2803383,0.779218,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,406898,407203,.,-,.,fis,Gene,protein_coding,SO_RS01890,SO_0393,,,
18305,SO_RS01915,204.9172,-0.04563297,0.15769,-0.2893841,0.7722875,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,411381,413387,.,+,.,SO_RS01915,Gene,protein_coding,SO_RS01915,SO_0398,,,
18306,SO_RS02195,109.7496,0.02897276,0.09999167,0.2897518,0.7720061,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,484360,485841,.,-,.,SO_RS02195,Gene,protein_coding,SO_RS02195,SO_0459,,,
18307,SO_RS06205,217.0395,0.03136915,0.1098195,0.2856428,0.7751517,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,1395635,1396543,.,+,.,nhaR,Gene,protein_coding,SO_RS06205,SO_1338,,,
18308,SO_RS06435,132.7856,-0.04612762,0.1628626,-0.2832303,0.7770003,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,1441185,1442747,.,-,.,SO_RS06435,Gene,protein_coding,SO_RS06435,SO_1385,,,
18309,SO_RS08325,97.86802,-0.0297162,0.1040026,-0.2857257,0.7750882,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,1900713,1901918,.,+,.,SO_RS08325,Gene,protein_coding,SO_RS08325,SO_1811,,,
18310,SO_RS08415,8070.472,0.03496024,0.1223221,0.2858048,0.7750276,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,1921212,1922459,.,+,.,SO_RS08415,Gene,protein_coding,SO_RS08415,SO_1829,,,
18311,SO_RS10315,393.7576,0.03593753,0.1289513,0.2786908,0.7804821,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,2362477,2363853,.,-,.,SO_RS10315,Gene,protein_coding,SO_RS10315,SO_2248,,,
18312,SO_RS12650,117.1914,-0.03161626,0.1111216,-0.2845196,0.7760122,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,2858295,2861732,.,-,.,SO_RS12650,Gene,protein_coding,SO_RS12650,SO_2742,,,
18313,SO_RS12710,173.9749,0.04069264,0.1456018,0.2794789,0.7798773,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,2867620,2867695,.,-,.,SO_RS12710,Gene,tRNA,SO_RS12710,SO_t062,,,
18314,SO_RS13355,1918.071,-0.03232119,0.1119765,-0.2886427,0.7728548,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,3001475,3002059,.,+,.,sodB,Gene,protein_coding,SO_RS13355,SO_2881,,,
18315,SO_RS13850,297.1954,0.06875111,0.245775,0.2797319,0.7796832,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,3111164,3112234,.,-,.,Lambda_46_O,Gene,protein_coding,SO_RS13850,SO_2985,,,
18316,SO_RS14300,141.9595,-0.03429781,0.1231583,-0.2784855,0.7806397,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,3201326,3201796,.,-,.,sixA,Gene,protein_coding,SO_RS14300,SO_3082,,,
18317,SO_RS15020,122.1592,-0.02811272,0.09981942,-0.2816358,0.7782228,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,3359047,3359421,.,-,.,fliN,Gene,protein_coding,SO_RS15020,SO_3220,,,
18318,SO_RS15365,284.7054,-0.06363813,0.2228559,-0.2855573,0.7752172,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,3437377,3438843,.,-,.,guaB,Gene,protein_coding,SO_RS15365,SO_3293,,,
18319,SO_RS15595,150.4078,0.04731551,0.1669652,0.2833854,0.7768814,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,3491375,3491704,.,+,.,yciH,Gene,protein_coding,SO_RS15595,SO_3345,,,
18320,SO_RS17745,156.0408,0.02537415,0.09005612,0.2817594,0.778128,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,3963822,3964388,.,+,.,SO_RS17745,Gene,protein_coding,SO_RS17745,SO_3811,,,
18321,SO_RS18375,273.6279,-0.05314195,0.1900052,-0.2796868,0.7797178,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,4093450,4094709,.,-,.,murA,Gene,protein_coding,SO_RS18375,SO_3948,,,
18322,SO_RS19075,174.5288,0.03641468,0.1301489,0.2797925,0.7796367,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,4272825,4273475,.,-,.,SO_RS19075,Gene,protein_coding,SO_RS19075,SO_4114,,,
18323,SO_RS21245,163.4654,0.03512884,0.1242192,0.2827971,0.7773324,0.9161705,SBM_1_logFC,NC_004347.2,RefSeq,gene,4766997,4768718,.,+,.,SO_RS21245,Gene,protein_coding,SO_RS21245,SO_4573,,,
18324,SO_RS15690,202.2987,-0.0272864,0.09837817,-0.2773624,0.7815019,0.9166589,SBM_1_logFC,NC_004347.2,RefSeq,gene,3509393,3509719,.,-,.,SO_RS15690,Gene,protein_coding,SO_RS15690,SO_3366,,,
18325,SO_RS02705,173.8264,-0.02377259,0.08660081,-0.2745077,0.7836945,0.9169398,SBM_1_logFC,NC_004347.2,RefSeq,gene,589158,589562,.,+,.,rraB,Gene,protein_coding,SO_RS02705,SO_0568,,,
18326,SO_RS03330,446.7465,0.1550176,0.5654561,0.2741461,0.7839724,0.9169398,SBM_1_logFC,NC_004347.2,RefSeq,gene,720670,720960,.,+,.,SO_RS03330,Gene,protein_coding,SO_RS03330,SO_0703,,,
18327,SO_RS14045,2073.913,0.1048114,0.3801514,0.2757096,0.7827712,0.9169398,SBM_1_logFC,NC_004347.2,RefSeq,gene,3140010,3141506,.,+,.,SO_RS14045,Gene,protein_coding,SO_RS14045,SO_3030,,,
18328,SO_RS21000,1013.473,-0.04593932,0.1674095,-0.2744129,0.7837673,0.9169398,SBM_1_logFC,NC_004347.2,RefSeq,gene,4714415,4715752,.,+,.,SO_RS21000,Gene,protein_coding,SO_RS21000,SO_4520,,,
18329,SO_RS22410,130.5106,0.03469416,0.1263311,0.2746287,0.7836015,0.9169398,SBM_1_logFC,NC_004349.1,RefSeq,gene,50424,50783,.,+,.,SO_RS22410,Gene,protein_coding,SO_RS22410,SO_A0062,,,
18330,SO_RS02830,144.5919,0.02549761,0.0945047,0.2698026,0.7873121,0.9179547,SBM_1_logFC,NC_004347.2,RefSeq,gene,620770,620845,.,+,.,SO_RS02830,Gene,tRNA,SO_RS02830,SO_t012,,,
18331,SO_RS09640,96.78955,0.05755072,0.213173,0.2699719,0.7871818,0.9179547,SBM_1_logFC,NC_004347.2,RefSeq,gene,2193884,2194462,.,-,.,SO_RS09640,Gene,protein_coding,SO_RS09640,SO_2096,,,
18332,SO_RS12120,729.9296,-0.05859024,0.2156852,-0.271647,0.7858934,0.9179547,SBM_1_logFC,NC_004347.2,RefSeq,gene,2764527,2766752,.,-,.,SO_RS12120,Gene,protein_coding,SO_RS12120,SO_2629,,,
18333,SO_RS15135,106.4889,0.03176331,0.1173789,0.2706049,0.7866949,0.9179547,SBM_1_logFC,NC_004347.2,RefSeq,gene,3383242,3383916,.,-,.,flgH,Gene,protein_coding,SO_RS15135,SO_3243,,,
18334,SO_RS17950,104.5611,0.02554464,0.09477404,0.269532,0.7875203,0.9179547,SBM_1_logFC,NC_004347.2,RefSeq,gene,4002560,4002994,.,-,.,SO_RS17950,Gene,protein_coding,SO_RS17950,SO_3856,,,
18335,SO_RS18140,524.3598,-0.04875271,0.1790048,-0.2723543,0.7853496,0.9179547,SBM_1_logFC,NC_004347.2,RefSeq,gene,4043373,4045649,.,-,.,parC,Gene,protein_coding,SO_RS18140,SO_3897,,,
18336,SO_RS04030,1121.943,-0.0352057,0.1311461,-0.2684463,0.7883558,0.9184077,SBM_1_logFC,NC_004347.2,RefSeq,gene,882701,887998,.,+,.,SO_RS04030,Gene,protein_coding,SO_RS04030,SO_0859,,,
18337,SO_RS08205,237.7865,0.04061634,0.1529783,0.2655039,0.7906213,0.9195654,SBM_1_logFC,NC_004347.2,RefSeq,gene,1876621,1877115,.,-,.,SO_RS08205,Gene,protein_coding,SO_RS08205,SO_1790,,,
18338,SO_RS09095,101.9091,-0.03398275,0.1278294,-0.2658446,0.7903589,0.9195654,SBM_1_logFC,NC_004347.2,RefSeq,gene,2073738,2074070,.,-,.,SO_RS09095,Gene,protein_coding,SO_RS09095,SO_1968,,,
18339,SO_RS12580,578.275,0.03209978,0.1209431,0.2654122,0.790692,0.9195654,SBM_1_logFC,NC_004347.2,RefSeq,gene,2842215,2842850,.,-,.,SO_RS12580,Gene,protein_coding,SO_RS12580,SO_2725,,,
18340,SO_RS11435,281.2243,0.02322476,0.08835676,0.2628521,0.7926646,0.920297,SBM_1_logFC,NC_004347.2,RefSeq,gene,2615777,2618056,.,-,.,SO_RS11435,Gene,protein_coding,SO_RS11435,SO_2492,,,
18341,SO_RS22395,229.5621,-0.02926777,0.111297,-0.2629699,0.7925738,0.920297,SBM_1_logFC,NC_004349.1,RefSeq,gene,48737,49027,.,+,.,SO_RS22395,Gene,protein_coding,SO_RS22395,SO_A0059,,,
18342,SO_RS22785,414.2104,0.03633045,0.138209,0.2628661,0.7926537,0.920297,SBM_1_logFC,NC_004349.1,RefSeq,gene,128755,130485,.,+,.,SO_RS22785,Gene,protein_coding,SO_RS22785,SO_A0141,,,
18343,SO_RS11540,327.3035,0.02890827,0.1104813,0.2616577,0.7935854,0.9203262,SBM_1_logFC,NC_004347.2,RefSeq,gene,2633597,2635501,.,+,.,SO_RS11540,Gene,protein_coding,SO_RS11540,SO_2507,,,
18344,SO_RS22105,1750.918,-0.04462755,0.1703673,-0.2619491,0.7933607,0.9203262,SBM_1_logFC,NC_004347.2,RefSeq,gene,4963909,4964703,.,-,.,atpB,Gene,protein_coding,SO_RS22105,SO_4753,,,
18345,SO_RS09070,546.4131,0.02474893,0.09525281,0.2598236,0.7949998,0.9207978,SBM_1_logFC,NC_004347.2,RefSeq,gene,2067513,2068553,.,-,.,hppD,Gene,protein_coding,SO_RS09070,SO_1962,,,
18346,SO_RS18225,509.0457,0.02047209,0.07892475,0.2593874,0.7953363,0.9207978,SBM_1_logFC,NC_004347.2,RefSeq,gene,4061653,4062117,.,+,.,SO_RS18225,Gene,protein_coding,SO_RS18225,SO_3915,,,
18347,SO_RS21675,105.481,-0.0269227,0.1036471,-0.2597535,0.7950539,0.9207978,SBM_1_logFC,NC_004347.2,RefSeq,gene,4861287,4861853,.,-,.,SO_RS21675,Gene,protein_coding,SO_RS21675,SO_4662,,,
18348,SO_RS00530,243.2153,0.09507862,0.3700851,0.2569102,0.7972481,0.9219724,SBM_1_logFC,NC_004347.2,RefSeq,gene,118747,119961,.,+,.,yedE,Gene,protein_coding,SO_RS00530,SO_0108,,,
18349,SO_RS05205,6489.398,-0.1183159,0.4602098,-0.2570913,0.7971083,0.9219724,SBM_1_logFC,NC_004347.2,RefSeq,gene,1168751,1170670,.,+,.,dnaK,Gene,protein_coding,SO_RS05205,SO_1126,,,
18350,SO_RS14550,250.4676,-0.03234731,0.1272053,-0.2542921,0.7992699,0.9227526,SBM_1_logFC,NC_004347.2,RefSeq,gene,3259281,3259356,.,-,.,SO_RS14550,Gene,tRNA,SO_RS14550,SO_t070,,,
18351,SO_RS15025,319.9032,-0.01946019,0.0764352,-0.2545972,0.7990342,0.9227526,SBM_1_logFC,NC_004347.2,RefSeq,gene,3359434,3360465,.,-,.,fliM,Gene,protein_coding,SO_RS15025,SO_3221,,,
18352,SO_RS16980,505.3111,-0.01422753,0.05586734,-0.2546663,0.7989808,0.9227526,SBM_1_logFC,NC_004347.2,RefSeq,gene,3793829,3796126,.,+,.,lptD,Gene,protein_coding,SO_RS16980,SO_3636,,,
18353,SO_RS14940,386.6933,-0.01599687,0.06350784,-0.2518881,0.8011276,0.9238592,SBM_1_logFC,NC_004347.2,RefSeq,gene,3343192,3344172,.,-,.,SO_RS14940,Gene,protein_coding,SO_RS14940,SO_3203,,,
18354,SO_RS19575,232.6018,0.01570266,0.06230729,0.2520196,0.8010259,0.9238592,SBM_1_logFC,NC_004347.2,RefSeq,gene,4396775,4397857,.,-,.,mraY,Gene,protein_coding,SO_RS19575,SO_4222,,,
18355,SO_RS00140,119.9608,-0.02329759,0.09354575,-0.2490502,0.803322,0.9243124,SBM_1_logFC,NC_004347.2,RefSeq,gene,32252,33694,.,-,.,SO_RS00140,Gene,protein_coding,SO_RS00140,SO_0028,,,
18356,SO_RS10975,117.0928,0.02307689,0.09246842,0.2495651,0.8029237,0.9243124,SBM_1_logFC,NC_004347.2,RefSeq,gene,2497392,2498915,.,+,.,dacB,Gene,protein_coding,SO_RS10975,SO_2394,,,
18357,SO_RS14450,89.38905,0.02815269,0.1122591,0.2507831,0.8019818,0.9243124,SBM_1_logFC,NC_004347.2,RefSeq,gene,3243008,3244045,.,-,.,queA,Gene,protein_coding,SO_RS14450,SO_3114,,,
18358,SO_RS15070,267.6553,0.02634486,0.1057764,0.2490619,0.8033129,0.9243124,SBM_1_logFC,NC_004347.2,RefSeq,gene,3368840,3370180,.,-,.,SO_RS15070,Gene,protein_coding,SO_RS15070,SO_3230,,,
18359,SO_RS20630,105.7784,-0.03253279,0.1309316,-0.2484717,0.8037695,0.9243124,SBM_1_logFC,NC_004347.2,RefSeq,gene,4636213,4637316,.,-,.,SO_RS20630,Gene,protein_coding,SO_RS20630,SO_4446,,,
18360,SO_RS00275,304.2831,0.08826549,0.3584725,0.2462267,0.8055068,0.9250935,SBM_1_logFC,NC_004347.2,RefSeq,gene,58583,59599,.,+,.,gpsA,Gene,protein_coding,SO_RS00275,SO_0053,,,
18361,SO_RS00775,156.1037,0.01890419,0.07673029,0.2463719,0.8053944,0.9250935,SBM_1_logFC,NC_004347.2,RefSeq,gene,175981,177204,.,+,.,gspF,Gene,protein_coding,SO_RS00775,SO_0168,,,
18362,SO_RS12620,139.7865,0.04546459,0.185072,0.245659,0.8059462,0.9250935,SBM_1_logFC,NC_004347.2,RefSeq,gene,2851539,2852507,.,+,.,SO_RS12620,Gene,protein_coding,SO_RS12620,SO_2736,,,
18363,SO_RS19430,1043.429,0.02116595,0.08629744,0.2452674,0.8062494,0.9250935,SBM_1_logFC,NC_004347.2,RefSeq,gene,4364891,4365376,.,+,.,rraA,Gene,protein_coding,SO_RS19430,SO_4197,,,
18364,SO_RS17860,596.2516,0.0214714,0.08827708,0.2432274,0.8078293,0.9254901,SBM_1_logFC,NC_004347.2,RefSeq,gene,3983516,3984766,.,-,.,hemA,Gene,protein_coding,SO_RS17860,SO_3834,,,
18365,SO_RS18655,103.7664,-0.03924103,0.1612574,-0.2433441,0.8077388,0.9254901,SBM_1_logFC,NC_004347.2,RefSeq,gene,4157021,4160092,.,-,.,SO_RS18655,Gene,protein_coding,SO_RS18655,SO_4014,,,
18366,SO_RS21505,102.1242,0.01969829,0.08103741,0.2430765,0.8079461,0.9254901,SBM_1_logFC,NC_004347.2,RefSeq,gene,4822926,4824908,.,-,.,SO_RS21505,Gene,protein_coding,SO_RS21505,SO_4628,,,
18367,SO_RS02160,1100.211,0.01888002,0.07789882,0.2423659,0.8084966,0.9255318,SBM_1_logFC,NC_004347.2,RefSeq,gene,475609,477228,.,+,.,SO_RS02160,Gene,protein_coding,SO_RS02160,SO_0449,,,
18368,SO_RS19985,114.8442,0.02044953,0.08454867,0.2418669,0.8088833,0.9255318,SBM_1_logFC,NC_004347.2,RefSeq,gene,4487648,4487977,.,+,.,cyaY,Gene,protein_coding,SO_RS19985,SO_4311,,,
18369,SO_RS01080,2628.741,-0.07993802,0.3313187,-0.2412723,0.8093441,0.9255402,SBM_1_logFC,NC_004347.2,RefSeq,gene,241340,241810,.,+,.,rpsG,Gene,protein_coding,SO_RS01080,SO_0227,,,
18370,SO_RS05820,92.57529,0.0469008,0.1952731,0.2401805,0.8101904,0.9255402,SBM_1_logFC,NC_004347.2,RefSeq,gene,1301679,1303046,.,-,.,SO_RS05820,Gene,protein_coding,SO_RS05820,SO_1252,,,
18371,SO_RS19175,141.2845,-0.02451321,0.1020898,-0.2401141,0.8102418,0.9255402,SBM_1_logFC,NC_004347.2,RefSeq,gene,4294990,4296534,.,+,.,SO_RS19175,Gene,protein_coding,SO_RS19175,SO_4139,,,
18372,SO_RS11870,187.1273,-0.02016195,0.08436742,-0.2389779,0.8111227,0.9260318,SBM_1_logFC,NC_004347.2,RefSeq,gene,2706214,2706471,.,+,.,minE,Gene,protein_coding,SO_RS11870,SO_2578,,,
18373,SO_RS11695,102.2775,0.02553411,0.1088308,0.2346221,0.8145021,0.9293735,SBM_1_logFC,NC_004347.2,RefSeq,gene,2672086,2673411,.,+,.,SO_RS11695,Gene,protein_coding,SO_RS11695,SO_2541,,,
18374,SO_RS07070,258.7053,0.03229551,0.1380022,0.2340217,0.8149682,0.9293893,SBM_1_logFC,NC_004347.2,RefSeq,gene,1597093,1598736,.,-,.,SO_RS07070,Gene,protein_coding,SO_RS07070,SO_1522,,,
18375,SO_RS08035,197.4357,-0.02108315,0.09085579,-0.2320508,0.8164986,0.929769,SBM_1_logFC,NC_004347.2,RefSeq,gene,1831712,1835269,.,+,.,SO_RS08035,Gene,protein_coding,SO_RS08035,SO_1751,,,
18376,SO_RS13700,142.6256,-0.06707672,0.2888558,-0.2322153,0.8163708,0.929769,SBM_1_logFC,NC_004347.2,RefSeq,gene,3090478,3093222,.,-,.,Lambda_13,Gene,protein_coding,SO_RS13700,SO_2953,,,
18377,SO_RS17855,295.6081,0.0167963,0.07253062,0.2315753,0.8168679,0.929769,SBM_1_logFC,NC_004347.2,RefSeq,gene,3982410,3983501,.,-,.,prfA,Gene,protein_coding,SO_RS17855,SO_3833,,,
18378,SO_RS21770,114.583,0.0302552,0.1308262,0.2312625,0.8171108,0.929769,SBM_1_logFC,NC_004347.2,RefSeq,gene,4882679,4883170,.,+,.,coaD,Gene,protein_coding,SO_RS21770,SO_4684,,,
18379,SO_RS00050,273.8147,-0.0182531,0.08158021,-0.2237442,0.8229564,0.9318112,SBM_1_logFC,NC_004347.2,RefSeq,gene,9539,10621,.,+,.,recF,Gene,protein_coding,SO_RS00050,SO_0010,,,
18380,SO_RS02765,166.2293,-0.07499665,0.3340159,-0.2245302,0.8223448,0.9318112,SBM_1_logFC,NC_004347.2,RefSeq,gene,608900,609091,.,-,.,SO_RS02765,Gene,protein_coding,SO_RS02765,SO_0583,,,
18381,SO_RS02945,172.0974,0.02445429,0.1081306,0.2261551,0.8210808,0.9318112,SBM_1_logFC,NC_004347.2,RefSeq,gene,645826,647289,.,+,.,astD,Gene,protein_coding,SO_RS02945,SO_0619,,,
18382,SO_RS04550,9922.947,-0.03434439,0.1521798,-0.225683,0.821448,0.9318112,SBM_1_logFC,NC_004347.2,RefSeq,gene,1001534,1003324,.,-,.,SO_RS04550,Gene,protein_coding,SO_RS04550,SO_0970,,,
18383,SO_RS05250,393.0398,-0.01257844,0.05588056,-0.2250952,0.8219052,0.9318112,SBM_1_logFC,NC_004347.2,RefSeq,gene,1180088,1180705,.,+,.,SO_RS05250,Gene,protein_coding,SO_RS05250,SO_1139,,,
18384,SO_RS06310,2248.725,0.09759755,0.4325624,0.2256265,0.8214919,0.9318112,SBM_1_logFC,NC_004347.2,RefSeq,gene,1414254,1415000,.,+,.,trmD,Gene,protein_coding,SO_RS06310,SO_1359,,,
18385,SO_RS07540,152.9302,-0.01738665,0.07791957,-0.2231358,0.8234298,0.9318112,SBM_1_logFC,NC_004347.2,RefSeq,gene,1714586,1715413,.,+,.,uppS,Gene,protein_coding,SO_RS07540,SO_1633,,,
18386,SO_RS09655,112.7454,-0.04456001,0.1997107,-0.2231228,0.82344,0.9318112,SBM_1_logFC,NC_004347.2,RefSeq,gene,2196873,2198009,.,-,.,SO_RS09655,Gene,protein_coding,SO_RS09655,SO_2099,,,
18387,SO_RS11670,359.6198,0.0492775,0.2166064,0.2274979,0.8200366,0.9318112,SBM_1_logFC,NC_004347.2,RefSeq,gene,2663391,2665838,.,+,.,SO_RS11670,Gene,protein_coding,SO_RS11670,SO_2536,,,
18388,SO_RS12065,171.7885,-0.02185428,0.0969937,-0.2253165,0.821733,0.9318112,SBM_1_logFC,NC_004347.2,RefSeq,gene,2753441,2754556,.,-,.,apbC,Gene,protein_coding,SO_RS12065,SO_2618,,,
18389,SO_RS22725,356.6067,0.02526745,0.1135852,0.2224538,0.8239606,0.9318872,SBM_1_logFC,NC_004349.1,RefSeq,gene,113127,114279,.,+,.,SO_RS22725,Gene,protein_coding,SO_RS22725,SO_A0128,,,
18390,SO_RS00485,101.9865,0.02590118,0.1171061,0.221177,0.8249546,0.9324982,SBM_1_logFC,NC_004347.2,RefSeq,gene,106536,108077,.,+,.,hutH,Gene,protein_coding,SO_RS00485,SO_0098,,,
18391,SO_RS00505,1052.72,-0.06568732,0.2998076,-0.2190982,0.8265735,0.9325455,SBM_1_logFC,NC_004347.2,RefSeq,gene,113272,114180,.,+,.,fdhE,Gene,protein_coding,SO_RS00505,SO_0104,,,
18392,SO_RS02790,201.9763,0.02310167,0.1050354,0.2199419,0.8259164,0.9325455,SBM_1_logFC,NC_004347.2,RefSeq,gene,613121,616324,.,-,.,SO_RS02790,Gene,protein_coding,SO_RS02790,SO_0588,,,
18393,SO_RS04955,526.3111,-0.03136704,0.1426035,-0.2199598,0.8259025,0.9325455,SBM_1_logFC,NC_004347.2,RefSeq,gene,1105523,1108138,.,+,.,exeM,Gene,protein_coding,SO_RS04955,SO_1066,,,
18394,SO_RS16600,93.76599,0.02431772,0.1111451,0.2187926,0.8268116,0.9325455,SBM_1_logFC,NC_004347.2,RefSeq,gene,3708354,3710219,.,-,.,SO_RS16600,Gene,protein_coding,SO_RS16600,SO_3552,,,
18395,SO_RS10570,889.3223,0.04094873,0.1879036,0.2179241,0.8274882,0.9327967,SBM_1_logFC,NC_004347.2,RefSeq,gene,2414974,2416089,.,-,.,ald,Gene,protein_coding,SO_RS10570,SO_2304,,,
18396,SO_RS04285,151.5856,0.0224924,0.1038851,0.2165123,0.8285885,0.9334325,SBM_1_logFC,NC_004347.2,RefSeq,gene,940407,941603,.,+,.,SO_RS04285,Gene,protein_coding,SO_RS04285,SO_0914,,,
18397,SO_RS05465,182.6329,0.02256511,0.1047338,0.215452,0.829415,0.9334325,SBM_1_logFC,NC_004347.2,RefSeq,gene,1226116,1227330,.,+,.,ubiF,Gene,protein_coding,SO_RS05465,SO_1183,,,
